user_id,movie_id,rating,timestamp,age,gender,occupation,zip_code
17,13,3,885272654,30,M,programmer,06355
148,1,4,877019411,33,M,engineer,97006
303,68,4,879467361,19,M,student,14853
280,1,4,891700426,30,F,librarian,22903
6,69,3,883601277,42,M,executive,98101
110,38,3,886988574,19,M,student,77840
90,12,5,891383241,60,M,educator,78155
239,9,5,889180446,39,M,artist,95628
311,9,4,884963365,32,M,technician,73071
151,13,3,879542688,38,F,administrator,48103
271,65,3,885849419,51,M,engineer,22932
207,68,2,877125350,39,M,marketing,92037
2,50,5,888552084,53,F,other,94043
207,58,3,875991047,39,M,marketing,92037
308,59,4,887737647,60,M,retired,95076
8,50,5,879362124,36,M,administrator,05201
286,44,3,877532173,27,M,student,15217
62,59,4,879373821,27,F,administrator,97214
85,25,2,879452769,51,M,educator,20003
274,50,5,878944679,20,F,student,55414
217,27,1,889070011,22,M,other,11727
207,65,3,878104594,39,M,marketing,92037
210,70,4,887730589,39,M,engineer,03060
181,14,1,878962392,26,M,executive,21218
297,25,4,874954497,29,F,educator,98103
1,47,4,875072125,24,M,technician,85711
95,68,4,879196231,31,M,administrator,10707
6,23,4,883601365,42,M,executive,98101
222,22,5,878183285,29,M,programmer,27502
76,61,4,875028123,20,M,student,02215
314,28,5,877888346,20,F,student,08043
291,15,5,874833668,19,M,student,44106
94,24,4,885873423,26,M,student,71457
262,64,5,879793022,19,F,student,78264
83,43,4,880308690,40,M,other,44133
244,53,3,880607489,28,M,technician,80525
43,40,3,883956468,29,F,librarian,20854
49,68,1,888069513,23,F,student,76111
44,15,4,878341343,26,M,technician,46260
158,24,4,880134261,50,M,educator,27606
151,12,5,879524368,38,F,administrator,48103
66,1,3,883601324,23,M,student,80521
5,1,4,875635748,33,F,other,15213
264,70,4,886123596,36,F,writer,90064
207,25,4,876079113,39,M,marketing,92037
109,1,4,880563619,29,M,other,55423
227,50,4,879035347,46,M,executive,60659
181,1,3,878962392,26,M,executive,21218
177,69,1,880131088,20,M,programmer,19104
213,13,4,878955139,33,M,executive,55345
271,56,3,885848559,51,M,engineer,22932
121,14,5,891390014,54,M,librarian,99603
117,15,5,880125887,20,M,student,16125
59,54,4,888205921,49,M,educator,08403
85,13,3,879452866,51,M,educator,20003
313,22,3,891014870,41,M,marketing,60035
43,5,4,875981421,29,F,librarian,20854
11,38,3,891905936,39,F,other,30329
72,28,4,880036824,48,F,administrator,73034
115,8,5,881171982,31,M,engineer,17110
95,1,5,879197329,31,M,administrator,10707
151,58,4,879524849,38,F,administrator,48103
145,22,5,875273021,31,M,entertainment,V3N4P
182,69,5,876435435,36,M,programmer,33884
66,7,3,883601355,23,M,student,80521
267,17,4,878971773,23,M,engineer,83716
201,51,2,884140751,27,M,writer,E2A4H
197,55,3,891409982,55,M,technician,75094
25,25,5,885853415,39,M,engineer,55107
103,24,4,880415847,26,M,student,55108
87,9,4,879877931,47,M,administrator,89503
49,47,5,888068715,23,F,student,76111
135,39,3,879857931,23,M,student,38401
13,66,3,882141485,47,M,educator,29206
269,13,4,891446662,31,F,librarian,43201
99,50,5,885679998,20,M,student,63129
306,14,5,876503995,45,M,other,73132
16,56,5,877719863,21,M,entertainment,10309
13,59,4,882140425,47,M,educator,29206
291,7,5,874834481,19,M,student,44106
312,28,4,891698300,48,M,other,02110
291,70,4,874868146,19,M,student,44106
180,68,5,877127721,22,F,administrator,60202
184,36,3,889910195,37,M,librarian,76013
305,11,1,886323237,23,M,programmer,94086
198,7,4,884205317,21,F,student,55414
73,56,4,888626041,24,M,student,41850
104,7,3,888465972,27,M,student,55108
293,39,3,888906804,24,M,writer,60804
256,25,5,882150552,35,F,none,39042
275,69,3,880314089,38,M,engineer,92064
239,58,5,889179623,39,M,artist,95628
92,15,3,875640189,32,M,entertainment,80525
1,17,3,875073198,24,M,technician,85711
214,42,5,892668130,26,F,librarian,11231
82,14,4,876311280,50,M,programmer,22902
305,50,5,886321799,23,M,programmer,94086
223,8,2,891550684,19,F,student,47906
201,69,2,884112901,27,M,writer,E2A4H
94,58,5,891720540,26,M,student,71457
91,28,4,891439243,55,M,marketing,01913
315,13,4,879821158,31,M,educator,18301
269,9,4,891446246,31,F,librarian,43201
246,68,5,884922341,19,M,student,28734
217,7,4,889069741,22,M,other,11727
49,7,4,888067307,23,F,student,76111
160,56,5,876770222,27,M,programmer,66215
87,2,4,879876074,47,M,administrator,89503
268,1,3,875742341,24,M,engineer,19422
262,47,2,879794599,19,F,student,78264
84,12,5,883452874,32,M,executive,55369
264,33,3,886122644,36,F,writer,90064
224,20,1,888104487,31,F,educator,43512
200,24,2,884127370,40,M,programmer,93402
92,24,3,875640448,32,M,entertainment,80525
276,38,3,874792574,21,M,student,95064
286,34,5,877534701,27,M,student,15217
49,38,1,888068289,23,F,student,76111
311,5,3,884365853,32,M,technician,73071
269,47,4,891448386,31,F,librarian,43201
194,4,4,879521397,38,M,administrator,02154
177,56,5,880130618,20,M,programmer,19104
57,28,4,883698324,16,M,none,84010
108,50,4,879879739,44,M,educator,63130
207,4,4,876198457,39,M,marketing,92037
216,69,5,880235229,22,M,engineer,02215
181,16,1,878962996,26,M,executive,21218
94,9,5,885872684,26,M,student,71457
234,20,4,891227979,60,M,retired,94702
67,64,5,875379211,17,M,student,60402
68,7,3,876974096,19,M,student,22904
13,14,4,884538727,47,M,educator,29206
98,47,4,880498898,49,F,executive,90291
53,24,3,879442538,26,M,programmer,55414
239,10,5,889180338,39,M,artist,95628
63,20,3,875748004,31,M,marketing,75240
148,70,5,877021271,33,M,engineer,97006
276,43,1,874791383,21,M,student,95064
272,48,4,879455143,33,M,scientist,53706
116,7,2,876453915,40,M,healthcare,97232
26,25,3,891373727,49,M,engineer,21044
62,24,4,879372633,27,F,administrator,97214
268,63,1,875743792,24,M,engineer,19422
295,47,5,879518166,31,M,educator,50325
305,61,4,886323378,23,M,programmer,94086
42,69,4,881107375,30,M,administrator,17870
63,50,4,875747292,31,M,marketing,75240
5,62,4,875637575,33,F,other,15213
303,65,4,879467436,19,M,student,14853
1,64,5,875072404,24,M,technician,85711
49,17,2,888068651,23,F,student,76111
310,24,4,879436242,37,M,educator,91711
43,52,4,883955224,29,F,librarian,20854
7,44,5,891351728,57,M,administrator,91344
221,69,4,875245641,19,M,student,20685
196,67,5,881252017,49,M,writer,55105
326,22,4,879874989,41,M,administrator,15235
270,53,4,876956106,18,F,student,63119
268,52,3,875309319,24,M,engineer,19422
59,70,3,888204758,49,M,educator,08403
213,12,5,878955409,33,M,executive,55345
222,29,3,878184571,29,M,programmer,27502
249,11,5,879640868,25,M,student,84103
217,22,5,889069741,22,M,other,11727
56,69,4,892678893,25,M,librarian,46260
37,55,3,880915942,23,M,student,55105
189,1,5,893264174,32,M,artist,95014
234,50,4,892079237,60,M,retired,94702
296,48,5,884197091,43,F,administrator,16803
81,3,4,876592546,21,M,student,21218
151,15,4,879524879,38,F,administrator,48103
59,12,5,888204260,49,M,educator,08403
246,8,3,884921245,19,M,student,28734
276,34,2,877934264,21,M,student,95064
97,50,5,884239471,43,M,artist,98006
244,7,4,880602558,28,M,technician,80525
298,8,5,884182748,44,M,executive,01581
7,28,5,891352341,57,M,administrator,91344
41,28,4,890687353,33,M,engineer,80525
117,50,5,880126022,20,M,student,16125
262,11,4,879793597,19,F,student,78264
109,31,4,880577844,29,M,other,55423
279,65,1,875306767,33,M,programmer,85251
43,64,5,875981247,29,F,librarian,20854
70,50,4,884064188,27,M,engineer,60067
279,42,4,875308843,33,M,programmer,85251
210,58,4,887730177,39,M,engineer,03060
43,66,4,875981506,29,F,librarian,20854
293,36,1,888908041,24,M,writer,60804
60,47,4,883326399,50,M,healthcare,06472
287,11,5,875335124,21,M,salesman,31211
49,49,2,888068990,23,F,student,76111
311,28,5,884365140,32,M,technician,73071
5,24,4,879198229,33,F,other,15213
286,7,4,875807003,27,M,student,15217
287,56,5,875334759,21,M,salesman,31211
93,15,5,888705388,48,M,executive,23112
318,50,2,884495696,65,M,retired,06518
18,58,4,880130613,35,F,other,37212
311,68,1,884365824,32,M,technician,73071
145,13,5,875270507,31,M,entertainment,V3N4P
145,1,3,882181396,31,M,entertainment,V3N4P
145,50,5,885557660,31,M,entertainment,V3N4P
213,48,5,878955848,33,M,executive,55345
124,50,3,890287508,34,M,student,60615
291,54,4,874834963,19,M,student,44106
253,50,4,891628518,26,F,librarian,22903
280,38,3,891701832,30,F,librarian,22903
69,12,5,882145567,24,M,engineer,55337
224,43,3,888104456,31,F,educator,43512
123,13,3,879873988,48,F,artist,20008
271,11,4,885848408,51,M,engineer,22932
268,42,4,875310384,24,M,engineer,19422
124,11,5,890287645,34,M,student,60615
28,7,5,881961531,32,M,writer,55369
44,56,2,878348601,26,M,technician,46260
328,9,4,885045993,51,M,administrator,06779
289,7,4,876789628,11,M,none,94619
144,31,3,888105823,53,M,programmer,20910
94,33,3,891721919,26,M,student,71457
318,64,4,884495590,65,M,retired,06518
189,30,4,893266205,32,M,artist,95014
198,24,2,884205385,21,F,student,55414
305,15,1,886322796,23,M,programmer,94086
65,56,3,879217816,51,F,educator,48118
26,15,4,891386369,49,M,engineer,21044
276,11,5,874787497,21,M,student,95064
85,58,4,879829689,51,M,educator,20003
90,31,4,891384673,60,M,educator,78155
158,1,4,880132443,50,M,educator,27606
43,26,5,883954901,29,F,librarian,20854
314,9,4,877886375,20,F,student,08043
20,11,2,879669401,42,F,homemaker,95660
222,25,3,877563437,29,M,programmer,27502
160,3,3,876770124,27,M,programmer,66215
256,29,4,882164644,35,F,none,39042
313,65,2,891016962,41,M,marketing,60035
271,22,5,885848518,51,M,engineer,22932
244,31,4,880603484,28,M,technician,80525
295,67,4,879519042,31,M,educator,50325
201,37,2,884114635,27,M,writer,E2A4H
311,70,4,884364999,32,M,technician,73071
313,31,4,891015486,41,M,marketing,60035
62,4,4,879374640,27,F,administrator,97214
26,7,3,891350826,49,M,engineer,21044
207,14,4,875504876,39,M,marketing,92037
250,2,4,878090414,29,M,executive,95110
67,1,3,875379445,17,M,student,60402
268,68,4,875744173,24,M,engineer,19422
94,45,5,886008764,26,M,student,71457
330,11,4,876546561,35,F,educator,33884
137,55,5,881433689,50,M,educator,84408
150,13,4,878746889,20,F,artist,02139
151,25,4,879528496,38,F,administrator,48103
271,8,4,885848770,51,M,engineer,22932
109,5,3,880580637,29,M,other,55423
271,50,5,885848640,51,M,engineer,22932
74,9,4,888333458,39,M,scientist,T8H1N
144,66,4,888106078,53,M,programmer,20910
195,14,4,890985390,42,M,scientist,93555
174,41,1,886515063,30,F,administrator,52302
56,68,3,892910913,25,M,librarian,46260
119,54,4,886176814,32,M,programmer,67401
297,20,4,874954763,29,F,educator,98103
307,21,4,876433101,25,M,student,55454
82,15,3,876311365,50,M,programmer,22902
320,68,5,884749327,19,M,student,24060
322,32,5,887314417,20,M,student,50613
290,21,3,880475695,40,M,engineer,93550
181,20,1,878962919,26,M,executive,21218
331,7,4,877196633,33,M,entertainment,91344
315,8,3,879820961,31,M,educator,18301
232,8,2,888549757,45,M,scientist,99709
232,1,4,880062302,45,M,scientist,99709
222,69,5,878182338,29,M,programmer,27502
254,50,5,886471151,44,M,educator,42647
274,25,5,878945541,20,F,student,55414
42,48,5,881107821,30,M,administrator,17870
305,56,1,886323068,23,M,programmer,94086
108,13,3,879879834,44,M,educator,63130
144,62,2,888105902,53,M,programmer,20910
150,1,4,878746441,20,F,artist,02139
299,24,3,877877732,29,M,doctor,63108
7,22,5,891351121,57,M,administrator,91344
85,53,3,882995643,51,M,educator,20003
323,9,4,878739325,21,M,student,19149
289,1,3,876789736,11,M,none,94619
144,64,5,888105140,53,M,programmer,20910
56,29,3,892910913,25,M,librarian,46260
249,23,4,879572432,25,M,student,84103
130,56,5,875216283,20,M,none,60115
222,58,3,878182479,29,M,programmer,27502
265,7,2,875320689,26,M,executive,84601
239,47,2,889180169,39,M,artist,95628
326,69,2,879874964,41,M,administrator,15235
180,67,1,877127591,22,F,administrator,60202
201,2,2,884112487,27,M,writer,E2A4H
152,25,3,880149045,33,F,educator,68767
62,28,3,879375169,27,F,administrator,97214
224,22,5,888103581,31,F,educator,43512
15,20,3,879455541,49,F,educator,97301
14,22,3,890881521,45,M,scientist,55106
59,13,5,888203415,49,M,educator,08403
326,50,5,879875112,41,M,administrator,15235
73,12,5,888624976,24,M,student,41850
87,70,5,879876448,47,M,administrator,89503
301,58,4,882077285,24,M,student,55439
215,22,3,891435161,35,M,programmer,63033
201,23,4,884111830,27,M,writer,E2A4H
1,31,3,875072144,24,M,technician,85711
311,22,4,884364538,32,M,technician,73071
181,7,4,878963037,26,M,executive,21218
16,70,4,877720118,21,M,entertainment,10309
292,10,5,881104606,35,F,programmer,94703
58,45,5,884305295,27,M,programmer,52246
257,59,5,879547440,17,M,student,77005
158,38,4,880134607,50,M,educator,27606
44,11,3,878347915,26,M,technician,46260
49,10,3,888066086,23,F,student,76111
59,47,5,888205574,49,M,educator,08403
213,50,5,878870456,33,M,executive,55345
1,70,3,875072895,24,M,technician,85711
56,63,3,892910268,25,M,librarian,46260
301,53,1,882078883,24,M,student,55439
267,55,4,878972785,23,M,engineer,83716
305,14,4,886322893,23,M,programmer,94086
87,67,4,879877007,47,M,administrator,89503
90,11,4,891384113,60,M,educator,78155
1,60,5,875072370,24,M,technician,85711
59,10,4,888203234,49,M,educator,08403
10,48,4,877889058,53,M,lawyer,90703
295,4,4,879518568,31,M,educator,50325
189,45,3,893265657,32,M,artist,95014
14,56,5,879119579,45,M,scientist,55106
13,42,4,882141393,47,M,educator,29206
320,42,4,884751712,19,M,student,24060
301,25,3,882075110,24,M,student,55439
315,17,1,879821003,31,M,educator,18301
297,22,4,875238984,29,F,educator,98103
216,12,5,881432544,22,M,engineer,02215
249,22,5,879572926,25,M,student,84103
184,47,4,889909640,37,M,librarian,76013
276,58,4,874791169,21,M,student,95064
145,25,2,875270655,31,M,entertainment,V3N4P
1,27,2,876892946,24,M,technician,85711
272,8,4,879455015,33,M,scientist,53706
106,69,4,881449886,61,M,retired,55125
307,22,3,879205470,25,M,student,55454
80,50,3,887401533,34,F,administrator,52241
82,69,4,878769948,50,M,programmer,22902
17,9,3,885272558,30,M,programmer,06355
326,54,3,879876300,41,M,administrator,15235
13,29,2,882397833,47,M,educator,29206
201,4,4,884111830,27,M,writer,E2A4H
43,15,5,875975546,29,F,librarian,20854
117,1,4,880126083,20,M,student,16125
201,26,4,884111927,27,M,writer,E2A4H
49,1,2,888068651,23,F,student,76111
301,11,4,882076291,24,M,student,55439
336,66,3,877756126,23,M,salesman,42101
331,47,5,877196235,33,M,entertainment,91344
308,60,3,887737760,60,M,retired,95076
115,11,4,881171348,31,M,engineer,17110
322,50,5,887314418,20,M,student,50613
64,2,3,889737609,32,M,educator,43202
28,50,4,881957090,32,M,writer,55369
291,53,5,874834827,19,M,student,44106
18,69,3,880129527,35,F,other,37212
13,45,3,882139863,47,M,educator,29206
267,50,5,878974783,23,M,engineer,83716
1,56,4,875072716,24,M,technician,85711
184,14,4,889907738,37,M,librarian,76013
270,70,5,876955066,18,F,student,63119
334,52,4,891548579,32,M,librarian,30002
136,14,5,882693338,51,M,other,97365
328,43,3,886038224,51,M,administrator,06779
28,12,4,881956853,32,M,writer,55369
328,10,4,885047099,51,M,administrator,06779
151,7,4,879524610,38,F,administrator,48103
109,62,3,880578711,29,M,other,55423
291,17,4,874834850,19,M,student,44106
277,24,4,879543931,35,F,administrator,55406
296,32,4,884197131,43,F,administrator,16803
198,51,3,884208455,21,F,student,55414
13,2,3,882397650,47,M,educator,29206
44,55,4,878347455,26,M,technician,46260
276,56,5,874791623,21,M,student,95064
37,56,5,880915810,23,M,student,55105
130,50,5,874953665,20,M,none,60115
125,22,5,892836395,30,M,lawyer,22202
69,56,5,882145428,24,M,engineer,55337
213,25,4,878870750,33,M,executive,55345
106,45,3,881453290,61,M,retired,55125
151,66,4,879524974,38,F,administrator,48103
276,66,3,874791993,21,M,student,95064
123,22,4,879809943,48,F,artist,20008
318,47,2,884496855,65,M,retired,06518
294,10,3,877819490,34,M,technician,92110
85,56,4,879453587,51,M,educator,20003
194,56,5,879521936,38,M,administrator,02154
13,64,5,882140037,47,M,educator,29206
82,64,5,878770169,50,M,programmer,22902
251,55,3,886271856,28,M,doctor,85032
42,70,3,881109148,30,M,administrator,17870
10,4,4,877889130,53,M,lawyer,90703
308,54,2,887740254,60,M,retired,95076
186,53,1,879023882,39,F,executive,00000
201,32,3,884140049,27,M,writer,E2A4H
213,8,3,878955564,33,M,executive,55345
82,13,2,878768615,50,M,programmer,22902
43,7,4,875975520,29,F,librarian,20854
286,13,2,876521933,27,M,student,15217
262,50,2,879962366,19,F,student,78264
156,58,4,888185906,25,M,educator,08360
271,13,4,885847714,51,M,engineer,22932
339,55,3,891032765,35,M,lawyer,37901
223,1,4,891549324,19,F,student,47906
331,69,5,877196384,33,M,entertainment,91344
65,70,1,879216529,51,F,educator,48118
115,69,1,881171825,31,M,engineer,17110
308,4,5,887737890,60,M,retired,95076
58,42,4,884304936,27,M,programmer,52246
77,23,4,884753173,30,M,technician,29379
95,15,4,879195062,31,M,administrator,10707
314,54,4,877888892,20,F,student,08043
158,8,5,880134948,50,M,educator,27606
95,33,3,880571704,31,M,administrator,10707
221,17,4,875245406,19,M,student,20685
230,50,5,880484755,28,F,student,14476
97,7,5,884238939,43,M,artist,98006
237,23,4,879376606,49,M,administrator,63146
187,70,4,879465394,26,M,educator,16801
194,62,2,879524504,38,M,administrator,02154
339,47,4,891032701,35,M,lawyer,37901
175,31,4,877108051,26,F,scientist,21911
252,9,5,891456797,42,M,engineer,07733
63,6,3,875747439,31,M,marketing,75240
320,11,4,884749255,19,M,student,24060
102,66,3,892992129,38,M,programmer,30220
279,67,4,875310419,33,M,programmer,85251
158,42,3,880134913,50,M,educator,27606
102,67,1,892993706,38,M,programmer,30220
249,58,5,879572516,25,M,student,84103
262,15,3,879962366,19,F,student,78264
328,4,3,885047895,51,M,administrator,06779
41,31,3,890687473,33,M,engineer,80525
6,19,4,883602965,42,M,executive,98101
130,55,5,875216507,20,M,none,60115
136,56,4,882848783,51,M,other,97365
74,15,4,888333542,39,M,scientist,T8H1N
330,51,5,876546753,35,F,educator,33884
161,14,4,891171413,50,M,lawyer,55104
22,29,1,878888228,25,M,writer,40206
96,8,5,884403020,25,F,artist,75206
297,12,5,875239619,29,F,educator,98103
343,55,3,876405129,43,M,engineer,30093
62,8,5,879373820,27,F,administrator,97214
197,68,2,891410082,55,M,technician,75094
26,9,4,891386369,49,M,engineer,21044
297,31,3,881708087,29,F,educator,98103
303,31,3,879467361,19,M,student,14853
244,13,4,880604379,28,M,technician,80525
221,32,4,875245223,19,M,student,20685
163,56,4,891220097,49,M,administrator,97212
49,53,4,888067405,23,F,student,76111
109,4,2,880572756,29,M,other,55423
109,42,1,880572756,29,M,other,55423
301,9,3,882074291,24,M,student,55439
311,38,3,884365954,32,M,technician,73071
250,64,5,878090153,29,M,executive,95110
299,26,4,878192601,29,M,doctor,63108
194,52,4,879525876,38,M,administrator,02154
221,39,4,875245798,19,M,student,20685
294,24,4,877819761,34,M,technician,92110
269,15,2,891446348,31,F,librarian,43201
246,17,2,884922658,19,M,student,28734
234,14,3,891227730,60,M,retired,94702
299,32,3,877881169,29,M,doctor,63108
339,30,3,891032765,35,M,lawyer,37901
120,25,5,889490370,47,F,other,06260
344,39,3,884901290,30,F,librarian,94117
343,44,3,876406640,43,M,engineer,30093
316,50,1,880853654,43,F,other,77009
272,11,4,879455143,33,M,scientist,53706
49,40,1,888069222,23,F,student,76111
279,13,3,875249210,33,M,programmer,85251
21,56,5,874951658,26,M,writer,30068
232,64,4,888549441,45,M,scientist,99709
90,9,4,891385787,60,M,educator,78155
219,13,1,889452455,32,M,programmer,43212
1,6,5,887431973,24,M,technician,85711
214,45,4,891543952,26,F,librarian,11231
10,22,5,877888812,53,M,lawyer,90703
90,30,5,891385843,60,M,educator,78155
327,50,3,887745574,22,M,student,11101
269,63,1,891450857,31,F,librarian,43201
16,22,5,877721071,21,M,entertainment,10309
280,11,5,891700570,30,F,librarian,22903
18,25,3,880131591,35,F,other,37212
347,22,5,881654005,18,M,student,90210
201,8,3,884141438,27,M,writer,E2A4H
57,56,3,883698646,16,M,none,84010
339,58,3,891032379,35,M,lawyer,37901
283,70,4,879298206,28,M,programmer,55305
7,10,4,891352864,57,M,administrator,91344
314,29,5,877889234,20,F,student,08043
327,14,4,887744167,22,M,student,11101
59,14,5,888203234,49,M,educator,08403
292,28,4,881105734,35,F,programmer,94703
1,49,3,878542478,24,M,technician,85711
334,4,3,891548345,32,M,librarian,30002
102,62,3,888801812,38,M,programmer,30220
106,15,3,883876518,61,M,retired,55125
73,7,4,888625956,24,M,student,41850
332,44,3,888360342,20,M,student,40504
187,28,4,879465597,26,M,educator,16801
286,56,2,877531469,27,M,student,15217
243,13,4,879987362,33,M,educator,60201
268,16,3,875306691,24,M,engineer,19422
233,48,5,877663184,38,M,engineer,98682
77,4,3,884752721,30,M,technician,29379
194,51,4,879549793,38,M,administrator,02154
299,50,4,877877775,29,M,doctor,63108
56,1,4,892683248,25,M,librarian,46260
277,9,4,879543336,35,F,administrator,55406
323,7,2,878739355,21,M,student,19149
106,64,4,881449830,61,M,retired,55125
56,31,4,892679259,25,M,librarian,46260
60,28,5,883326155,50,M,healthcare,06472
250,44,4,878090199,29,M,executive,95110
72,64,5,880036549,48,F,administrator,73034
217,53,1,889069974,22,M,other,11727
128,64,5,879966954,24,F,marketing,20009
215,11,2,891436024,35,M,programmer,63033
200,7,4,876042451,40,M,programmer,93402
198,11,4,884207392,21,F,student,55414
267,28,4,878972524,23,M,engineer,83716
184,15,3,889907812,37,M,librarian,76013
144,50,5,888103929,53,M,programmer,20910
97,28,5,884238778,43,M,artist,98006
188,69,4,875072009,42,M,student,29440
188,7,5,875073477,42,M,student,29440
96,64,5,884403336,25,F,artist,75206
162,42,3,877636675,25,M,artist,15610
217,68,3,889069974,22,M,other,11727
95,26,3,880571951,31,M,administrator,10707
227,9,3,879035431,46,M,executive,60659
58,8,4,884304955,27,M,programmer,52246
215,64,4,891435804,35,M,programmer,63033
343,47,4,876405130,43,M,engineer,30093
110,22,4,886987826,19,M,student,77840
17,1,4,885272579,30,M,programmer,06355
223,69,5,891550889,19,F,student,47906
207,53,1,881681725,39,M,marketing,92037
334,8,4,891547171,32,M,librarian,30002
135,54,3,879858003,23,M,student,38401
130,58,2,876251619,20,M,none,60115
76,12,3,882606060,20,M,student,02215
95,32,1,888954726,31,M,administrator,10707
130,47,3,875801470,20,M,none,60115
72,45,5,880037853,48,F,administrator,73034
189,60,3,893265773,32,M,artist,95014
293,68,3,888906990,24,M,writer,60804
249,13,4,879640396,25,M,student,84103
14,13,4,880929778,45,M,scientist,55106
92,42,4,875653664,32,M,entertainment,80525
175,56,2,877107790,26,F,scientist,21911
72,68,3,880037242,48,F,administrator,73034
235,22,4,889655044,37,M,educator,22973
72,12,5,880036664,48,F,administrator,73034
340,1,5,884990988,46,M,engineer,80123
49,56,5,888067307,23,F,student,76111
222,40,1,881060550,29,M,programmer,27502
345,48,5,884902317,28,F,librarian,94143
59,7,4,888202941,49,M,educator,08403
